Index;IsIncluded;Filename;StartTime;StopTime;Chapter
425;FALSE;Bashar - Lenny Rose (Private).mp3;;;
426;FALSE;Bashar - Predictions of Our Future.mp3;;;
427;FALSE;Bashar - Future (Japan).mp3;;;
428;FALSE;Bashar - Workshop (Japan)  10of25.mp3;;;
429;FALSE;Bashar - Workshop (Japan)  11of25.mp3;;;
430;FALSE;Bashar - Workshop (Japan)  12of25.mp3;;;
431;FALSE;Bashar - Workshop (Japan)  13of25.mp3;;;
432;FALSE;Bashar - Workshop (Japan)  14of25.mp3;;;
433;FALSE;Bashar - Workshop (Japan)  15of25.mp3;;;
434;FALSE;Bashar - Workshop (Japan)  16of25.mp3;;;
435;FALSE;Bashar - Workshop (Japan)  17of25.mp3;;;
436;FALSE;Bashar - Workshop (Japan)  18of25.mp3;;;
437;FALSE;Bashar - Workshop (Japan)  19of25.mp3;;;
438;FALSE;Bashar - Workshop (Japan)  1of25.mp3;;;
439;FALSE;Bashar - Workshop (Japan)  20of25.mp3;;;
440;FALSE;Bashar - Workshop (Japan)  21of25.mp3;;;
441;FALSE;Bashar - Workshop (Japan)  22of25.mp3;;;
442;FALSE;Bashar - Workshop (Japan)  23of25.mp3;;;
443;FALSE;Bashar - Workshop (Japan)  24of25.mp3;;;
444;FALSE;Bashar - Workshop (Japan)  25of25.mp3;;;
445;FALSE;Bashar - Workshop (Japan)  2of25.mp3;;;
446;FALSE;Bashar - Workshop (Japan)  3of25.mp3;;;
447;FALSE;Bashar - Workshop (Japan)  4of25.mp3;;;
448;FALSE;Bashar - Workshop (Japan)  5of25.mp3;;;
449;FALSE;Bashar - Workshop (Japan)  6of25.mp3;;;
450;FALSE;Bashar - Workshop (Japan)  7of25.mp3;;;
451;FALSE;Bashar - Workshop (Japan)  8of25.mp3;;;
452;FALSE;Bashar - Workshop (Japan)  9of25.mp3;;;
453;FALSE;Bashar - Total Impact.mp3;;;
454;FALSE;Bashar - The Soul Blueprint  1of2.mp3;;;
455;FALSE;Bashar - The Soul Blueprint  2of2.mp3;;;
456;FALSE;Bashar - ET Dolphin Conference in Hawaii.mp3;;;
457;FALSE;Bashar - Waves of Energy.mp3;;;
458;FALSE;Bashar - Preparing for Contact 101  1of4.mp3;;;
459;FALSE;Bashar - Preparing for Contact 101  2of4.mp3;;;
460;FALSE;Bashar - Preparing for Contact 101  3of4.mp3;;;
461;FALSE;Bashar - Preparing for Contact 101  4of4.mp3;;;
462;FALSE;Bashar -  Blueprint for Contact   1of4.mp3;;;
463;FALSE;Bashar -  Blueprint for Contact   2of4.mp3;;;
464;FALSE;Bashar -  Blueprint for Contact   3of4.mp3;;;
465;FALSE;Bashar -  Blueprint for Contact   4of4.mp3;;;
466;FALSE;Bashar - State of Future Union  1of2.mp3;;;
467;FALSE;Bashar - State of Future Union  2of2.mp3;;;
468;FALSE;Bashar - State of Future Union Ver.2.aac;;;
469;FALSE;Bashar - Change Your Core Beliefs  1of5.aac;;;
470;FALSE;Bashar - Change Your Core Beliefs  2of5.aac;;;
471;FALSE;Bashar - Change Your Core Beliefs  3of5.aac;;;
472;FALSE;Bashar - Change Your Core Beliefs  4of5.aac;;;
473;FALSE;Bashar - Change Your Core Beliefs  5of5.aac;;;
474;FALSE;Bashar - UFO'S and Extraterrestrials  1of2.aac;;;
475;FALSE;Bashar - UFO'S and Extraterrestrials  2of2.aac;;;
476;FALSE;Bashar - Transforming Core Beliefs  1of4.mp3;;;
477;FALSE;Bashar - Transforming Core Beliefs  2of4.mp3;;;
478;FALSE;Bashar - Transforming Core Beliefs  3of4.mp3;;;
479;FALSE;Bashar - Transforming Core Beliefs  4of4.mp3;;;
480;FALSE;Bashar - An Evening with Bashar in Hawaii  1of2.mp3;;;
481;FALSE;Bashar - An Evening with Bashar in Hawaii  2of2.mp3;;;
482;FALSE;Bashar - Extraterrestrial Contact Act.aac;;;
483;FALSE;Bashar - Dolphin ET Workshop  1of4.mp3;;;
484;FALSE;Bashar - Dolphin ET Workshop  2of4.mp3;;;
485;FALSE;Bashar - Dolphin ET Workshop  3of4.mp3;;;
486;FALSE;Bashar - Dolphin ET Workshop  4of4.mp3;;;
487;FALSE;Bashar - Dolphin ET Workshop.mp3;;;
488;FALSE;Bashar - Future Milestones  1of4.mp3;;;
489;FALSE;Bashar - Future Milestones  2of4.mp3;;;
490;FALSE;Bashar - Future Milestones  3of4.mp3;;;
491;FALSE;Bashar - Future Milestones  4of4.mp3;;;
492;FALSE;Bashar - Living Your Most Exciting Life.mp3;;;
493;FALSE;Bashar - Accelerating ET Contact.mp3;;;
494;FALSE;Bashar - The Other Side.mp3;;;
495;FALSE;Bashar - Meeting With Bashar.mp3;;;
496;FALSE;Bashar - Transformation Matters.mp3;;;
497;FALSE;Bashar - Permission Slips  1of3.mp3;;;
498;FALSE;Bashar - Permission Slips  2of3.mp3;;;
499;FALSE;Bashar - Permission Slips  3of3.mp3;;;
500;FALSE;Bashar - Beyond the Secret into Abundance  1of3.aac;;;
501;FALSE;Bashar - Beyond the Secret into Abundance  2of3.aac;;;
502;FALSE;Bashar - Beyond the Secret into Abundance  3of3.aac;;;
503;FALSE;Bashar - A Third Reality  1of3.mp3;;;
504;FALSE;Bashar - A Third Reality  2of3.mp3;;;
505;FALSE;Bashar - A Third Reality  3of3.mp3;;;
506;FALSE;Bashar - Third Reality.mp3;;;
507;FALSE;Bashar - Facets of Creation  1of2.mp3;;;
508;FALSE;Bashar - Facets of Creation  2of2.mp3;;;
509;FALSE;Bashar - A Matter of Faith  0of4.mp3;;;
510;FALSE;Bashar - A Matter of Faith  1of4.mp3;;;
511;FALSE;Bashar - A Matter of Faith  2of4.mp3;;;
512;FALSE;Bashar - A Matter of Faith  3of4.mp3;;;
513;FALSE;Bashar - A Matter of Faith  4of4.mp3;;;
514;FALSE;Bashar - A Matter of Faith  1of4.mp3;;;
515;FALSE;Bashar - A Matter of Faith  2of4.mp3;;;
516;FALSE;Bashar - A Matter of Faith (Intensive).mp3;;;
517;FALSE;Bashar - On our own  1of2.mp3;;;
518;FALSE;Bashar - On our own  2of2.mp3;;;
519;FALSE;Bashar - BBS Paradigm Shifters Show (last 30 minutes).mp3;;;
520;FALSE;Bashar - Interviewed by NewRealities  1of2.mp3;;;
521;FALSE;Bashar - Interviewed by NewRealities  2of2.mp3;;;
522;FALSE;Bashar - The One  1of2.aac;;;
523;FALSE;Bashar - The One  2of2.aac;;;
524;FALSE;Bashar - Imagination.mp3;;;
525;FALSE;Bashar - Bashar's Lab  1of5.aac;;;
526;FALSE;Bashar - Bashar's Lab  2of5.aac;;;
527;FALSE;Bashar - Bashar's Lab  3of5.aac;;;
528;FALSE;Bashar - Bashar's Lab  4of5.aac;;;
529;FALSE;Bashar - Bashar's Lab  5of5.aac;;;
530;FALSE;Bashar - Bashar's Lab  1of5.mp3;;;
531;FALSE;Bashar - Bashar's Lab  2of5.mp3;;;
532;FALSE;Bashar - Bashar's Lab  3of5.mp3;;;
533;FALSE;Bashar - Bashar's Lab  4of5.mp3;;;
534;FALSE;Bashar - Bashar's Lab  5of5.mp3;;;
535;FALSE;01 buddhism.mp3;;;
536;FALSE;02 geometry.mp3;;;
537;FALSE;03 grey Music.mp3;;;
538;FALSE;04 incarnations.mp3;;;
539;FALSE;05 mayan.mp3;;;
540;FALSE;06 relationships.mp3;;;
541;FALSE;07 Sirius Resonation.mp3;;;
542;FALSE;08 the Deal.mp3;;;
543;FALSE;09 antuma.mp3;;;
544;FALSE;10 anubis.mp3;;;
545;FALSE;11 basharSr.mp3;;;
546;FALSE;12 beacon.mp3;;;
547;FALSE;13 crystal Alien.mp3;;;
548;FALSE;14 rfrkthrm.mp3;;;
549;FALSE;15 shpongle.mp3;;;
550;FALSE;Bashar & Ayako Sekino - Shift to the Next Earth  1of4.aac;;;
551;FALSE;Bashar & Ayako Sekino - Shift to the Next Earth  2of4.aac;;;
552;FALSE;Bashar & Ayako Sekino - Shift to the Next Earth  3of4.aac;;;
553;FALSE;Bashar & Ayako Sekino - Shift to the Next Earth  4of4.aac;;;
554;FALSE;Bashar - Download  1of2.mp3;;;
555;FALSE;Bashar - Download  2of2.mp3;;;
556;FALSE;Bashar - Take Action  1of4.mp3;;;
557;FALSE;Bashar - Take Action  2of4.mp3;;;
558;FALSE;Bashar - Take Action  3of4.mp3;;;
559;FALSE;Bashar - Take Action  4of4.mp3;;;
560;FALSE;Bashar - Today is yestardays tomorrow.aac;;;
561;FALSE;Bashar - A Little Tale of Future Earth  1of4.mp3;;;
562;FALSE;Bashar - A Little Tale of Future Earth  2of4.mp3;;;
563;FALSE;Bashar - A Little Tale of Future Earth  3of4.mp3;;;
564;FALSE;Bashar - A Little Tale of Future Earth  4of4.mp3;;;
565;FALSE;Bashar - Above Sedona  1of2.mp3;;;
566;FALSE;Bashar - Above Sedona  2of2.mp3;;;
567;FALSE;Bashar - 1of2 Graph of growth.mp3;;;
568;FALSE;Bashar - 2of2 The Unicorn.mp3;;;
569;FALSE;Bashar - Graph of Growth.mp3;;;
570;FALSE;Bashar - Unicorn Question.mp3;;;
571;FALSE;Bashar - Debunking the Debunkers.aac;;;
572;FALSE;Bashar - Debunking The Debunkers.mp3;;;
573;FALSE;Bashar - Debunking the Debunkers.mp3;;;
574;FALSE;Bashar - Being A Whole Person.mp3;;;
575;FALSE;Bashar - Being Your Full Self.mp3;;;
576;FALSE;Bashar - The Span 2010 - 2015  1of4.mp3;;;
577;FALSE;Bashar - The Span 2010 - 2015  2of4.mp3;;;
578;FALSE;Bashar - The Span 2010 - 2015  3of4.mp3;;;
579;FALSE;Bashar - The Span 2010 - 2015  4of4.mp3;;;
580;FALSE;Bashar - A Ship to Ship Communication  1of2.mp3;;;
581;FALSE;Bashar - A Ship to Ship Communication  2of2.mp3;;;
582;FALSE;Bashar - Fifteen Minutes in Hyperspace  1of2.mp3;;;
583;FALSE;Bashar - Fifteen Minutes in Hyperspace  2of2.mp3;;;
584;FALSE;Bashar - Past and Future History.mp3;;;
585;FALSE;Bashar - The Timeless Now.mp3;;;
586;FALSE;Bashar - 15 Minutes and Counting  1of2.mp3;;;
587;FALSE;Bashar - 15 Minutes and Counting  2of2.mp3;;;
588;FALSE;Bashar - Brick Walls and Beliefs  1of2.mp3;;;
589;FALSE;Bashar - Brick Walls and Beliefs  2of2.mp3;;;
590;FALSE;Bashar - The Holotope Experience (Music).aac;;;
591;FALSE;Bashar - The Holotope Experience.mp3;;;
592;FALSE;Bashar - Alien Event.mp3;;;
593;FALSE;01 Lightning in a Bottle Monologue 19.32.mp3;;;
594;FALSE;02 Manifesting Love 03.34.mp3;;;
595;FALSE;03 Speed up Growth 02.01.mp3;;;
596;FALSE;04 Existing in Multiple Realities 02.24.mp3;;;
597;FALSE;05 Gulf Oil Gusher 03.55.mp3;;;
598;FALSE;06 Masters of Limitation 04.36.mp3;;;
599;FALSE;07 Karma vs Joy and Bliss 04.55.mp3;;;
600;FALSE;08 Language and Telepathy 05.36.mp3;;;
601;FALSE;09 Shifting Realities 00.59.mp3;;;
602;FALSE;10 Jesus Mohammed Buddha 05.28.mp3;;;
603;FALSE;11 Resistance to the Now 02.20.mp3;;;
604;FALSE;12 Crystal Skulls 03.10.mp3;;;
605;FALSE;13 Sustaining State of Being 02.27.mp3;;;
606;FALSE;14 Music and Mantras on Essessani 04.02.mp3;;;
607;FALSE;15 Assisting Others 04.43.mp3;;;
608;FALSE;Bashar - at Lightning in a Bottle (Cuted).aac;;;
609;FALSE;Bashar - Shifting Through Infinity  1of2.mp3;;;
610;FALSE;Bashar - Shifting Through Infinity  2of2.mp3;;;
611;FALSE;Bashar - Sacred Circuitry  1of2.mp3;;;
612;FALSE;Bashar - Sacred Circuitry  2of2.mp3;;;
613;FALSE;Bashar - Wholeness of Being  1of2.mp3;;;
614;FALSE;Bashar - Wholeness of Being  2of2.mp3;;;
615;FALSE;Bashar - Msbecka3 - Alien Abduction.mp3;;;
616;FALSE;Bashar - Msbecka3 - Mars.mp3;;;
617;FALSE;Bashar - Msbecka3 - Pyramids.mp3;;;
618;FALSE;Bashar - Msbecka3 - The Roswell Crash.mp3;;;
619;FALSE;Bashar - Msbecka3 - You've Already Met Us.mp3;;;
620;FALSE;Bashar - Crystal Portals within the Infinite  1of2.aac;;;
621;FALSE;Bashar - Crystal Portals within the Infinite  2of2.aac;;;
622;FALSE;Bashar - Slip Stream  1of2.aac;;;
623;FALSE;Bashar - Slip Stream  2of2.aac;;;
624;FALSE;Bashar - Simultaneity of Existence  1of2.mp3;;;
625;FALSE;Bashar - Simultaneity of Existence  2of2.mp3;;;
626;FALSE;Bashar - Connecting to The Oversoul  1of2.aac;;;
627;FALSE;Bashar - Connecting to The Oversoul  2of2.aac;;;
628;FALSE;Bashar - Classes of Awakening on a New Earth I  1of4.mp3;;;
629;FALSE;Bashar - Classes of Awakening on a New Earth I  2of4.mp3;;;
630;FALSE;Bashar - Classes of Awakening on a New Earth I  3of4.mp3;;;
631;FALSE;Bashar - Classes of Awakening on a New Earth I  4of4.mp3;;;
632;FALSE;Bashar - Classes of Awakening on a New Earth I  Discussion.mp3;;;
633;FALSE;Bashar & Ayako - Collaborative Workshop  1of4.aac;;;
634;FALSE;Bashar & Ayako - Collaborative Workshop  2of4.aac;;;
635;FALSE;Bashar & Ayako - Collaborative Workshop  3of4.aac;;;
636;FALSE;Bashar & Ayako - Collaborative Workshop  4of4.aac;;;
637;FALSE;Bashar - Classes of Awakening on a New Earth II  1of5.mp3;;;
638;FALSE;Bashar - Classes of Awakening on a New Earth II  2of5.mp3;;;
639;FALSE;Bashar - Classes of Awakening on a New Earth II  3of5.mp3;;;
640;FALSE;Bashar - Classes of Awakening on a New Earth II  4of5.mp3;;;
641;FALSE;Bashar - Classes of Awakening on a New Earth II  5of5.mp3;;;
642;FALSE;Bashar - Dialogues with the future  1of2.mp3;;;
643;FALSE;Bashar - Dialogues with the future  2of2.mp3;;;
644;FALSE;Bashar - Dialogues with the future self  ver.2 Full.mp3;;;
645;FALSE;Bashar - Vortex Vibrations  1of2.mp3;;;
646;FALSE;Bashar - Vortex Vibrations  2of2.mp3;;;
647;FALSE;Bashar - Physics of Intention  1of2.mp3;;;
648;FALSE;Bashar - Physics of Intention  2of2.mp3;;;
649;FALSE;Bashar - All Aboard the 2012 Train  1of2.mp3;;;
650;FALSE;Bashar - All Aboard the 2012 Train  2of2.mp3;;;
651;FALSE;Bashar - Master Tools of Transformation  1of2.aac;;;
652;FALSE;Bashar - Master Tools of Transformation  2of2.aac;;;
653;FALSE;01 Short Introduction to Bashar (Darryl).mp3;;;
654;FALSE;02 Master Tools of Transformation.mp3;;;
655;FALSE;03 Life Themes will Involve Transforming Dark into Light.mp3;;;
656;FALSE;04 How Can I Raise My Vibration in My Channelling.mp3;;;
657;FALSE;05 You Cannot Perceive What You Do Not Contain.mp3;;;
658;FALSE;06 Roadblocks are Opportunities not Obstacles.mp3;;;
659;FALSE;07 Each person is their Own Discrete Distinct Parallel Universe.mp3;;;
660;FALSE;08 Your Imagination is the Portal to Talk to Your Higher-Mind.mp3;;;
661;FALSE;09 Transforming Chemtrails by Changing Your Definitions.mp3;;;
662;FALSE;10 Painting of Possible Path of Earth.mp3;;;
663;FALSE;11 How Do You Feel about High-Speed Rail in California.mp3;;;
664;FALSE;12 Difference Between the Higher-Mind and God.mp3;;;
665;FALSE;13 Making Cross-Connections to the Eagle Nebula in this Life.mp3;;;
666;FALSE;14 Outside of this Reality Does Darkness Exist.mp3;;;
667;FALSE;15 Difficulties Happen to Teach You or Serve You in a Positive Way.mp3;;;
668;FALSE;16 Homosexuality - Your Spirit is Neither Male or Female.mp3;;;
669;FALSE;17 Bashar Closes Session.mp3;;;
670;FALSE;Bashar - Beatrice the Asirian. (Private Session).mp3;;;
671;FALSE;Bashar - Flipping the Switch  1of4.aac;;;
672;FALSE;Bashar - Flipping the Switch  2of4.aac;;;
673;FALSE;Bashar - Flipping the Switch  3of4.aac;;;
674;FALSE;Bashar - Flipping the Switch  4of4.aac;;;
675;FALSE;Bashar - A Message for Japan  1of2.aac;;;
676;FALSE;Bashar - A Message for Japan  2of2.aac;;;
677;FALSE;Bashar - Hall of Mirrors  1of3.aac;;;
678;FALSE;Bashar - Hall of Mirrors  2of3.aac;;;
679;FALSE;Bashar - Hall of Mirrors  3of3.aac;;;
680;FALSE;Bashar - An Essassani Story  1of2.aac;;;
681;FALSE;Bashar - An Essassani Story  2of2.aac;;;
682;FALSE;Bashar - Monologues  1of2.mp3;;;
683;FALSE;Bashar - Monologues  2of2.mp3;;;
684;FALSE;Bashar - Writing Your Life Story  1of4.aac;;;
685;FALSE;Bashar - Writing Your Life Story  2of4.aac;;;
686;FALSE;Bashar - Writing Your Life Story  3of4.aac;;;
687;FALSE;Bashar - Writing Your Life Story  4of4.aac;;;
688;FALSE;Bashar - I of the Strom  1of2.aac;;;
689;FALSE;Bashar - I of the Strom  2of2.aac;;;
690;FALSE;Bashar - The Nine Levels of Consciousness  1of4.mp3;;;
691;FALSE;Bashar - The Nine Levels of Consciousness  2of4.mp3;;;
692;FALSE;Bashar - The Nine Levels of Consciousness  3of4.mp3;;;
693;FALSE;Bashar - The Nine Levels of Consciousness  4of4.mp3;;;
694;FALSE;Bashar - The Nine Levels of Consciousness  1of4.aac;;;
695;FALSE;Bashar - The Nine Levels of Consciousness  2of4.aac;;;
696;FALSE;Bashar - The Nine Levels of Consciousness  3of4.aac;;;
697;FALSE;Bashar - The Nine Levels of Consciousness  4of4.aac;;;
698;FALSE;The Nine Levels of Consciousness  1of4.mp3;;;
699;FALSE;The Nine Levels of Consciousness  2of4.mp3;;;
700;FALSE;The Nine Levels of Consciousness  3of4.mp3;;;
701;FALSE;The Nine Levels of Consciousness  4of4.mp3;;;
702;FALSE;Bashar - 11-11-11 The Gateway to 2012  1of2.aac;;;
703;FALSE;Bashar - 11-11-11 The Gateway to 2012  2of2.aac;;;
704;FALSE;Bashar - The Law of Attraction and Repulsion  1of3.mp3;;;
705;FALSE;Bashar - The Law of Attraction and Repulsion  2of3.mp3;;;
706;FALSE;Bashar - The Law of Attraction and Repulsion  3of3.mp3;;;
707;FALSE;Bashar - Diving Deeper into The Nine Levels of Consciousness  1of3.aac;;;
708;FALSE;Bashar - Diving Deeper into The Nine Levels of Consciousness  2of3.aac;;;
709;FALSE;Bashar - Diving Deeper into The Nine Levels of Consciousness  3of3.aac;;;
710;FALSE;Bashar - My Car Accident (Private Session).mp3;;;
711;FALSE;Bashar - Four Laws Of Creation  1of2.mp3;;;
712;FALSE;Bashar - Four Laws Of Creation  2of2.mp3;;;
713;FALSE;Bashar - Rising from the Ashes  1of4.aac;;;
714;FALSE;Bashar - Rising from the Ashes  2of4.aac;;;
715;FALSE;Bashar - Rising from the Ashes  3of4.aac;;;
716;FALSE;Bashar - Rising from the Ashes  4of4.aac;;;
717;FALSE;Bashar - No Comparison  1of2.aac;;;
718;FALSE;Bashar - No Comparison  2of2.aac;;;
719;FALSE;Bashar - Resonance and Reflection  1of2.aac;;;
720;FALSE;Bashar - Resonance and Reflection  2of2.aac;;;
721;FALSE;Bashar - The UFO Witness Declaration  1of2.aac;;;
722;FALSE;Bashar - The UFO Witness Declaration  2of2.aac;;;
723;FALSE;Bashar - 2.0  1of2.mp3;;;
724;FALSE;Bashar - 2.0  2of2.mp3;;;
725;FALSE;Bashar - 2.0 with Music.aac;;;
726;FALSE;Bashar - Cosmic Reunion. ET's and the Multiverse.mp3;;;
727;FALSE;Bashar - Building the Bridge  1of2.aac;;;
728;FALSE;Bashar - Building the Bridge  2of2.aac;;;
729;FALSE;Bashar - Crossing the Bridge to 2013  1of2.aac;;;
730;FALSE;Bashar - Crossing the Bridge to 2013  2of2.aac;;;
731;FALSE;Bashar - A Message From Sirius  1of2.aac;;;
732;FALSE;Bashar - A Message From Sirius  2of2.aac;;;
733;FALSE;Bashar - This and That  1of4.aac;;;
734;FALSE;Bashar - This and That  2of4.aac;;;
735;FALSE;Bashar - This and That  3of4.aac;;;
736;FALSE;Bashar - This and That  4of4.aac;;;
737;FALSE;Bashar - The Nexus Point  1of4.aac;;;
738;FALSE;Bashar - The Nexus Point  2of4.aac;;;
739;FALSE;Bashar - The Nexus Point  3of4.aac;;;
740;FALSE;Bashar - The Nexus Point  4of4.aac;;;
741;FALSE;Bashar - Crossing the Threshold and Tipping the Scales 1of2.aac;;;
742;FALSE;Bashar - Crossing the Threshold and Tipping the Scales 2of2.aac;;;
743;FALSE;Bashar - Through the Looking Glass Again  1of2.aac;;;
744;FALSE;Bashar - Through the Looking Glass Again  2of2.aac;;;
745;FALSE;Bashar - A Private Session (Jameal).mp3;;;
746;FALSE;Bashar - The Time Machine.mp3;;;
747;FALSE;01 Monologue - Time Travel and Other Worlds.mp3;;;
748;FALSE;02 All Things Exist Now_The Present Creates the Past.mp3;;;
749;FALSE;03 Redefining Negative Experiences to get a Positive Effect.mp3;;;
750;FALSE;04 DMT Dreamtime and InterDimensional Traveling.mp3;;;
751;FALSE;05 Intelligence that Runs this Reality Preston Nichols.mp3;;;
752;FALSE;06 The Geometry of Universes – The Prime Radiant.mp3;;;
753;FALSE;07 What Would You Have us Do Differently Bashar.mp3;;;
754;FALSE;08 When Connecting to other Consciousness it is usually part of your OverSoul.mp3;;;
755;FALSE;09 Open E.T. Contact  Time Frame 2025 – 2033. 87-98 percent.mp3;;;
756;FALSE;10 The Frequency and Wave Length of Perceiving UFOs.mp3;;;
757;FALSE;11 What do they Eat on Essassani.mp3;;;
758;FALSE;12 Acting on Highest Excitement Shifts You to Parallel Earths.mp3;;;
759;FALSE;13 What is not of Your Vibration with be Invisible to You.mp3;;;
760;FALSE;14 Redefining the Law of Attraction.mp3;;;
761;FALSE;15 Visualization of the Ideal Reality Helps in Shifting to that Vibration.mp3;;;
762;FALSE;16 Higher Mind Provides Inspiration to the Physical Mind.mp3;;;
763;FALSE;17 You Choose the Continuity of Frames in Shifting Parallel Realities.mp3;;;
764;FALSE;18 Many Individuals Attract the Disease for their Own Growth and Learning.mp3;;;
765;FALSE;19 Darryl Answers Questions form the Audience after the session.mp3;;;
766;FALSE;Bashar - The 33rd Parallel  1of4.aac;;;
767;FALSE;Bashar - The 33rd Parallel  2of4.aac;;;
768;FALSE;Bashar - The 33rd Parallel  3of4.aac;;;
769;FALSE;Bashar - The 33rd Parallel  4of4.aac;;;
770;FALSE;Bashar - A Game of Chess  1of5.aac;;;
771;FALSE;Bashar - A Game of Chess  2of5.aac;;;
772;FALSE;Bashar - A Game of Chess  3of5.aac;;;
773;FALSE;Bashar - A Game of Chess  4of5.aac;;;
774;FALSE;Bashar - A Game of Chess  5of5.aac;;;
775;FALSE;Bashar - The Apprentice, The Adept & The Alchemist  1of2.aac;;;
776;FALSE;Bashar - The Apprentice, The Adept & The Alchemist  2of2.aac;;;
777;FALSE;Bashar - Saturn's Day, The Council of Nine  1of2.aac;;;
778;FALSE;Bashar - Saturn's Day, The Council of Nine  2of2.aac;;;
779;FALSE;Bashar - Jupiter, The Eye of the Storm & The Watchful Father  1of2.aac;;;
780;FALSE;Bashar - Jupiter, The Eye of the Storm & The Watchful Father  2of2.aac;;;
781;FALSE;Bashar - The 5th Law  1of4.aac;;;
782;FALSE;Bashar - The 5th Law  2of4.aac;;;
783;FALSE;Bashar - The 5th Law  3of4.aac;;;
784;FALSE;Bashar - The 5th Law  4of4.aac;;;
785;FALSE;Bashar - Karma  1of2.aac;;;
786;FALSE;Bashar - Karma  2of2.aac;;;
787;FALSE;Bashar - Dream a Little Dream  1of2.aac;;;
788;FALSE;Bashar - Dream a Little Dream  2of2.aac;;;
789;FALSE;Bashar - The Fox  1of2.aac;;;
790;FALSE;Bashar - The Fox  2of2.aac;;;
791;FALSE;Bashar - The Parallelogram  1of4.aac;;;
792;FALSE;Bashar - The Parallelogram  2of4.aac;;;
793;FALSE;Bashar - The Parallelogram  3of4.aac;;;
794;FALSE;Bashar - The Parallelogram  4of4.aac;;;
795;FALSE;01 Mechanism for acheiving Money, Wealth, and Abundance.mp3;;;
796;FALSE;02 Knowing the difference between Positive and Negative Feelings.mp3;;;
797;FALSE;03 Bashar shares a recent experience.mp3;;;
798;FALSE;04 The Origin of the Human Race.mp3;;;
799;FALSE;05 Masturbation.mp3;;;
800;FALSE;06 High Vibrational Diets (vegan, vegetarian).mp3;;;
801;FALSE;07 Freemasonry.mp3;;;
802;FALSE;08 Is there Free Will.mp3;;;
803;FALSE;09 Excitement and Anxiety (Excited to hurt other people.mp3;;;
804;FALSE;10 Biblical Figures and Characters real Moses, Jesus, etc.mp3;;;
805;FALSE;11 Revaluation of Currencies around the World.mp3;;;
806;FALSE;12 OSHO Rajneesh.mp3;;;
807;FALSE;13 Exploring Parallel Realities.mp3;;;
808;FALSE;14 Fair and Balanced World.mp3;;;
809;FALSE;15 The idea of 'Selling your Soul.mp3;;;
810;FALSE;16 Moving Stars.mp3;;;
811;FALSE;Bashar - Cycles of Nine  1of2.aac;;;
812;FALSE;Bashar - Cycles of Nine  2of2.aac;;;
813;FALSE;Bashar - 2014 Year of Reinvention  1of3.aac;;;
814;FALSE;Bashar - 2014 Year of Reinvention  2of3.aac;;;
815;FALSE;Bashar - 2014 Year of Reinvention  3of3.aac;;;
816;FALSE;Bashar - Cosmic Awakening  1of2.aac;;;
817;FALSE;Bashar - Cosmic Awakening  2of2.aac;;;
818;FALSE;Bashar - Private Session in LA.mp3;;;
819;FALSE;Bashar - The Stone Speaker  1of4.aac;;;
820;FALSE;Bashar - The Stone Speaker  2of4.aac;;;
821;FALSE;Bashar - The Stone Speaker  3of4.aac;;;
822;FALSE;Bashar - The Stone Speaker  4of4.aac;;;
823;FALSE;Bashar - at Lightning in a Bottle  1of2.aac;;;
824;FALSE;Bashar - at Lightning in a Bottle  2of2.aac;;;
825;FALSE;Bachar - The Awakening  1of2.aac;;;
826;FALSE;Bachar - The Awakening  2of2.aac;;;
827;FALSE;Bashar - Passion Principle  1of2.aac;;;
828;FALSE;Bashar - Passion Principle  2of2.aac;;;
829;FALSE;Bashar - Living an Extraordinary Life  1of2.aac;;;
830;FALSE;Bashar - Living an Extraordinary Life  2of2.aac;;;
831;FALSE;Bashar -  Using The Tools  1of2.aac;;;
832;FALSE;Bashar -  Using The Tools  2of2.aac;;;
833;FALSE;Bashar - Voices in Your Head  1of4.aac;;;
834;FALSE;Bashar - Voices in Your Head  2of4.aac;;;
835;FALSE;Bashar - Voices in Your Head  3of4.aac;;;
836;FALSE;Bashar - Voices in Your Head  4of4.aac;;;
837;FALSE;Bashar - The Interstellar Enneagram  1of6.aac;;;
838;FALSE;Bashar - The Interstellar Enneagram  2of6.aac;;;
839;FALSE;Bashar - The Interstellar Enneagram  3of6.aac;;;
840;FALSE;Bashar - The Interstellar Enneagram  4of6.aac;;;
841;FALSE;Bashar - The Interstellar Enneagram  5of6.aac;;;
842;FALSE;Bashar - The Interstellar Enneagram  6of6.aac;;;
843;FALSE;Bashar - About his Spaceship and Contact (Interwiew).aac;;;
844;FALSE;Bashar - Angels and Demons  1of4.aac;;;
845;FALSE;Bashar - Angels and Demons  2of4.aac;;;
846;FALSE;Bashar - Angels and Demons  3of4.aac;;;
847;FALSE;Bashar - Angels and Demons  4of4.aac;;;
848;FALSE;Bashar - Are You Having a Near Life Experience  1of2.aac;;;
849;FALSE;Bashar - Are You Having a Near Life Experience  2of2.aac;;;
850;FALSE;Bashar - The Black Box  1of3.aac;;;
851;FALSE;Bashar - The Black Box  2of3.aac;;;
852;FALSE;Bashar - The Black Box  3of3.aac;;;
853;FALSE;Bashar - 2015 - 2016 Expansion and Contraction  1of3.aac;;;
854;FALSE;Bashar - 2015 - 2016 Expansion and Contraction  2of3.aac;;;
